"","Normalized.0","Normalized.1","Normalized.2","Normalized.3","Normalized.4","Normalized.5","Normalized.6","Normalized.7","Normalized.8","Normalized.9","Normalized.10","Normalized.11","Normalized.12","Normalized.13","Normalized.14","Normalized.15","Normalized.16","Normalized.17","Normalized.18","Normalized.19","Normalized.20","Normalized.21","Normalized.22","Normalized.23","Normalized.24","Normalized.25","Normalized.26","Normalized.27","Normalized.28","Normalized.29","Normalized.30","Normalized.31","Normalized.32","Normalized.33","Normalized.34","Normalized.35","Normalized.36","Normalized.37","Normalized.38","Normalized.39","Normalized.40","Normalized.41","Normalized.42","Normalized.43","Normalized.44","Normalized.45","Normalized.46","Normalized.47","Normalized.48","Normalized.49","Normalized.50","Normalized.51","Membership","Predicted"
"283",0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0.2,0.4,0.4,0.2,0,0,0.2,0,0.2,0.4,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0.2,0.2,1,0,0,0.2,0.2,0,1,1
"284",0.86,0.43,0.43,0.67,0.71,0.76,0.86,0.33,0.48,0.52,0.38,0.29,0.57,1,0.43,0.62,0.43,0.62,0.71,0.86,0.52,0.62,0.38,0.48,0.52,0.33,0.33,0.33,0.29,0.19,0.33,0.14,0.1,0.29,0.43,0.57,0.48,0.57,0,0.43,0.14,0.38,0.38,0.33,0.48,0.62,0.1,0.48,0.67,0.62,0.52,0.48,2,2
"285",0.53,0.6,0.2,0.2,0.33,0.6,0.2,0.67,0.87,0.27,0.6,0.6,0.2,0.4,0.13,0.47,0.73,0.6,1,0.47,0.67,0.27,0.73,0.4,0.67,0.53,0.27,0.2,0.27,0,0.13,0,0.2,0.2,0.53,0.8,0.13,0.4,0.4,0.07,0.2,0.2,0.47,0.2,0.27,0.53,0.6,0.27,0.47,0.6,0.33,0.8,4,4
"286",0.39,0.45,0.27,0.33,0.36,0.58,0.42,0.36,0.33,0.45,0.3,0.55,0.42,0.42,0.61,0.67,0.88,0.3,0.58,0.55,0.42,0.55,0.82,0.61,0.55,1,0.55,0.21,0.21,0.42,0.27,0.3,0.24,0.27,0.45,0,0.33,0.36,0.18,0.33,0.12,0.42,0.45,0.61,0.52,0.27,0.52,0.48,0.21,0.61,0.48,0.76,4,4
"287",0,0,0,0,0.17,0,0.17,0.17,0,0,0,0.33,0.33,0.5,0.17,0.17,0.33,0,0,0,0,0,0.67,0.17,0.17,0.5,0.17,0,0.33,0.17,0,0,0.33,0,1,0,0,0.33,0.33,0.33,0.17,0,0,0.17,0.33,0.17,0.33,0.5,0.67,0.17,0.67,0.17,3,3
"288",0.33,0.33,0,0,0.33,0,1,0.33,0.33,0,0,0,0.33,0,0.33,1,0,0,0.33,0,0.33,0,0.67,0,0.67,0.67,0,0,0.33,0,1,0.33,0,0.33,0.33,0,0.67,0.67,1,0.67,0.33,0,0,0,0.67,0.33,0,0.33,0,0,0,0.67,3,3
"289",0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0.5,0,0.5,0,1,0,1,0.5,0.5,0,0.5,0,0,3,3
"290",0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,1,1,1
"291",0.22,0.22,0.56,0.67,0.44,0,0.44,0.11,0.44,0.33,0.33,0.67,0.22,0.33,0.56,0.11,0.44,0.33,0.44,0.44,1,0.33,0.56,0.89,0.44,0.44,0.56,0.22,0.33,0.22,0.22,0,0.11,0.89,0.33,0.22,0.44,0.33,0.56,0.33,0.22,0.33,0.22,0.67,0.56,0.33,0.22,0.11,0.33,0.44,0.44,0.67,4,4
"292",0.11,0.67,0.44,0.33,0.33,0.22,0.44,0.56,0.22,0.56,0.44,0.22,0.22,0.22,0.44,0.11,0.11,0.11,0.22,0,0.33,0.22,0.56,0.11,0.33,0.44,0.44,1,0.44,0.33,0.22,0.44,0.11,0.22,0,0.33,0,0,0.67,0.44,0.11,0.44,0.22,0.11,0.22,0.11,0.22,0.44,0.22,0.22,0.22,0.44,3,3
"293",0.6,0.3,0.5,0.2,0.6,0.4,0.4,0.4,0,0.5,0.3,0.4,0.1,0.4,0.7,1,0.2,0.5,0.5,0.2,0.2,0.3,0.3,0.9,0.6,0.5,0.6,0,0.6,0.2,0.1,0.6,0.3,0.4,0.3,0.2,0.5,0.1,0.1,0.3,0.2,0.3,0.4,0.2,0.8,0.2,0.3,0.5,0.5,0.7,0.2,0.1,4,4
"294",0.3,0.48,0.74,0.48,0.13,0.35,0.35,0.3,0.61,0.43,0.43,0.48,0.22,0.22,0.3,1,0.17,0.52,0.48,0.3,0.13,0.39,0.22,0.52,0.39,0.48,0.26,0.26,0.13,0.35,0.17,0.26,0,0.3,0.3,0.3,0.26,0.26,0.09,0.3,0.3,0.39,0.17,0.13,0.09,0.35,0.26,0.22,0.22,0.43,0.22,0.09,4,4
"295",0.27,0.55,0.27,0.73,0.73,0.27,0.27,0.45,0.18,0.27,0.18,0.45,0.27,0.55,0.36,0.55,0.27,0.64,0.36,0.45,0.55,1,0.73,0.27,0.64,0.36,0.09,0.27,0.27,0.27,0.09,0.27,0.27,0.27,0.09,0.27,0.27,0.36,0,0.45,0.55,0.45,0.91,0.45,0.45,0.91,0.27,0.27,0.27,0.36,0.91,0.27,4,4
"296",0.7,0.5,0.6,0.4,0.6,0.3,0.2,0.2,0.4,0.4,0.4,0.6,0.2,0.2,0.5,0.1,0.3,0.6,0.6,0.3,0.5,0,0.5,0.6,0.3,1,0.3,0.4,0.4,0.2,0.2,0.8,0.4,0,0.2,0.8,0.4,0.4,0.4,0.3,0.3,0.5,0.7,0.2,0.2,0.3,0.8,0.6,0.8,0.2,0.4,0.7,4,4
"297",0.3,0.4,0.4,0.1,0.3,0.3,0.3,0.3,0.2,0.7,0.8,0.4,0.4,0.5,0.2,0.4,0.1,0.5,0.2,0.3,0.9,0.5,1,0.3,0.7,0.3,0.3,0.2,0.2,0.3,0,0.4,0.4,0.3,0.2,0.2,0.7,0.3,0.5,0.5,0.1,0.6,0.5,0.5,0.5,0.2,0.6,0.5,0.6,0.6,0.2,0.2,4,4
"298",0.56,0.78,0.44,0.11,0.44,0.33,0.56,0.33,0.78,0.44,0.67,0.78,1,0.33,0.44,0.44,0.22,0.56,0.22,0.33,0.89,0.56,0.56,0.33,0.44,0.56,0.22,0.56,0.11,0.44,0,0.22,0.11,0.22,0.22,0.56,0.22,0.33,0.44,0.33,0.44,0.78,0,0.11,0.67,0.44,0.44,0.11,0.56,0.67,0.56,0.89,4,4
"299",0.6,0.47,0.73,0.47,0.93,0.87,0.27,0.8,0.47,0.4,0.67,0.27,0.2,0.33,0.67,0.73,0.6,0.73,0.6,0.53,0.33,0.8,0.73,0.27,0.33,0.87,0.4,0.67,0.8,0.6,0.4,0.27,0.33,0.27,0.4,0.6,0,0.2,0.73,0.67,0.6,0.53,0.73,0.27,0.6,1,0.4,0.6,0.4,0.67,0.6,0.73,2,2
"300",0.67,0.78,0.33,0.11,0.89,1,0.22,0.67,0.44,0.33,0.22,0.89,0.56,0,1,0.33,0.44,0.22,0.22,0.11,0.56,0.67,0.44,0.33,0.22,0.22,0.44,0.56,0.67,0.11,0.44,0.78,0.11,0.56,0.22,0.56,0.56,0.67,0.67,0.67,0.44,0.44,0.11,0.67,0.56,0.22,0.44,0.33,1,0.33,0.67,0.67,2,2
"301",0.6,0,0.1,0.2,0.3,0.4,0.4,0,0.2,0.8,0.1,0.2,0.5,0.2,0.2,0.2,0,0.4,0.5,0.3,0.5,0.4,1,0.2,0.2,0.2,0.1,0.3,0.2,0.4,0.1,0.3,0,0.3,0.1,0.4,0.6,0.7,0.1,0.4,0.7,0,0.2,0.4,0.6,0.4,0.6,0,0.5,0.1,0.4,0,3,3
"302",0.44,0.22,0.56,0.22,0.44,0.78,0.78,0.89,0.44,0.33,0.44,0.11,0.89,0.22,0.33,0.44,0.56,0.33,0.56,0.44,0.22,0.67,0.33,0.44,0.11,0.44,0.67,0.44,0,0.67,0.56,0.33,0.44,0.33,0.33,0.67,0.56,0.56,0.56,0.44,0.33,0.44,0.56,0.22,0.44,1,0.44,0.33,0.56,0.56,0.33,0.67,2,2
"303",0.38,0.63,1,0.5,0.38,0.75,0.25,0.75,0.5,0.63,0.5,0.75,0.38,0.63,0.5,0.25,0.25,0.38,0.63,1,0.88,0.63,0.5,0.75,0.25,0.5,0.25,0.5,0.63,0.13,0.25,0,0.5,0.13,0.25,0.38,0.13,0.63,0.25,0.38,0.25,0.13,0.38,0.5,0.75,0.75,0.63,0.75,0.5,0.88,0.38,0.25,2,2
"304",0.31,0.23,0.23,0.38,0.46,0.46,0.92,0.31,0.85,0.38,0.15,0.23,0.77,0.31,0.46,0.46,0.77,0.38,1,0.62,0.23,0.46,0.08,0.62,0.23,0.62,0.38,0.08,0.54,0.23,0.31,0.15,0.23,0.54,0.38,0.54,0.15,0.38,0.38,0.54,0.46,0.31,0.23,0.46,0.31,0.08,0.38,0,0.69,0.38,0.38,0.62,4,4
"305",0.64,0.55,0.18,0,0.18,0.09,0.45,0.64,1,0.09,0.82,0.36,0.64,0.18,0.36,1,0.45,0,0.27,0.36,0.18,0,0.36,0.64,0.45,0.18,0.09,0.09,0.09,0.27,0.64,0.64,0.36,0.18,0.27,0.18,0.73,0.64,0.18,0.09,0.36,0.27,0.09,0.27,0.64,0.18,0.91,0.09,0.09,0.18,0.36,0.55,4,4
"306",0.38,0.13,0.25,0.88,0.75,0.38,0.63,0.38,1,0.63,0.75,0.38,0.38,0.13,0.13,1,0.25,0.13,1,0,0.75,0.13,0.25,0.88,0.13,0.25,0.38,0.38,0.25,0.13,0.13,0.63,0.25,0.25,0.25,0.13,0.5,0.25,0.38,0.38,0.25,0,0.25,0.63,0.25,0.38,0.25,0.13,0.25,0.13,0.63,0.75,4,4
"307",0.25,0.33,0.42,0.33,0.17,0.08,0.17,0.33,0.25,0.42,0.42,0.42,0.17,0.33,0.17,0.25,0.08,0.42,0.25,0.5,0.42,0.25,0.33,0.17,0.17,0.42,0,0.25,0.25,1,0.33,0.17,0.33,0.17,0.33,0.08,0.33,0.17,0.25,0.17,0.25,0.33,0.33,0.25,0.5,0,0.17,0.33,0.08,0.08,0.25,0.67,3,3
"308",0.7,0.3,0.2,0.4,0.6,0.3,0.4,0.6,0.5,0.5,0.4,0.6,0.3,0.9,0.2,0.6,1,0.3,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.4,0.1,0.5,0.2,0.1,0.3,0.5,0.6,0.3,0.5,0.4,0,0.4,0.6,0.6,0.5,0.4,0.2,0.2,0.3,0.3,0.2,0.8,0.1,0.6,0.2,4,4
"309",0.53,0.27,0.47,0.47,0.87,0.4,0.73,0.6,0.27,1,0.67,0.27,0.53,0.67,0.27,0.6,1,1,1,0.73,0.67,0.67,0,0.67,0.6,0.87,0.87,0.33,0.27,0.07,0.13,0.33,0.47,0.53,0.8,0.67,0.67,0.13,0.47,0.67,0.73,0.47,0.73,0.47,0.6,0.6,0.87,0.4,0.27,0.4,0.47,0.47,2,2
"310",0.56,0.44,0.44,0.22,0.56,0.11,0.22,0.67,0.56,0.22,0.44,0.56,0.33,0.67,0.56,0.67,0.89,0.44,0.89,0.67,0.22,0.44,0.67,0.33,0.56,0.44,0.56,0.44,0.44,0.33,0.22,0.44,0.44,0.44,0.89,0.78,1,0.44,0.67,0.22,0.89,0.56,0.44,0.22,0,0.33,0.89,0.44,0.56,0.44,0.44,0.44,2,2
"311",0.67,0.5,0.08,0.75,0.42,0.08,0.25,0.42,1,0.33,0.58,0.25,0.25,0.5,0.17,0.25,0.17,0.75,0.5,0,0.58,0.17,0.17,0.33,0.58,0.25,0.42,0.5,0.67,0.08,0.25,0.33,0.67,0,0.33,0.17,0.67,0.33,0.08,0.67,0.33,0.58,0.17,0.42,0,0.17,0.25,0.42,0.33,0.5,0.17,0.33,4,4
"312",0.27,0.18,0.27,0.73,0.27,0.55,0.36,0.27,0,0.18,0.18,0.27,0.55,0.18,0.27,0.27,0.27,0.36,0.45,0.55,0.36,0.64,0.27,0.64,0.27,0.36,0.18,0.36,0.55,0.09,0.27,0.36,0.45,0.36,1,0.45,0.18,0.45,0.45,0.27,0.36,0.18,0.36,0.64,0.27,0.27,0.55,0.09,0.55,0.55,0.45,0.55,4,4
"313",1,0.1,0.6,0.5,0.4,0.7,0.5,0.6,0.4,0.4,0.2,0.7,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.2,0.4,0.3,0.8,0.5,0.4,0.4,0.4,0.2,0,0.2,0.4,0.2,0.4,0.2,0.8,0.6,0.4,0.2,0.4,0.6,0.4,0.7,0.4,0.4,0.4,0.6,0.5,0.2,0.8,0.2,0.6,4,4
"314",0.25,0.94,0.44,0.75,0.5,0.38,0.69,1,0.5,0.69,0.88,0.56,0.75,0.63,0.44,0.5,0.56,0.38,0.88,0.13,0.25,0.44,0.88,0.5,0.5,0.81,0.31,0.38,0.31,0.19,0.38,0.44,0.06,0.5,0.31,0.63,0.19,0,0.31,0.31,0.5,0.31,0.5,0.38,0.31,0.25,0.69,0.44,0.44,0.5,0.5,0.69,2,2
"315",0.38,0.54,0.15,0.38,0.54,0.62,0.23,0.46,0.38,0.08,0.31,0.08,0.15,0.15,0.62,0.38,0.31,0.15,0.46,0.31,0.15,0.46,0.08,1,0.23,0.08,0.38,0.31,0.31,0.38,0.23,0,0.23,0.15,0.15,0.23,0.77,0.23,0.15,0.31,0.23,0.15,0.31,0.31,0.15,0.46,0.23,0.08,0.15,0.31,0.31,0.69,3,3
"316",0.33,0.44,0.89,0.11,0,0.78,0.33,0.33,1,0.89,0.33,0.44,0.33,0.78,0.44,0.22,0.56,0.44,0.33,0.11,0.44,0.33,0.33,0.11,0.44,0.67,0.11,0.33,0.44,0,0.56,0.11,0.56,0.33,0.33,0.33,0.56,0.11,0.22,0,0.56,0.22,0.67,0.11,0,0.56,0.22,0,0.11,0.22,0.33,0.11,4,4
"317",0.22,0.33,0.33,0.78,1,0.78,0.67,0.56,0.44,0.89,0.11,0.33,0.22,0.89,0.56,0.44,0.89,0.33,0.67,0.44,0.78,0.44,0,0.67,0.44,0.56,0.56,0.56,0.33,0.44,0.33,0.22,0.78,0.11,0.56,0.67,0.22,0.33,0.89,0.11,0.56,0.44,0.44,0.22,0.67,0.56,0.56,0.11,0.22,0.44,0.33,0.67,2,2
"318",0.33,0.56,0.56,1,1,0.11,0.11,0.89,0.89,0.89,0.44,0.44,0.44,0.67,0.33,0.33,0.67,0,0.11,0.22,0.33,0.33,0.22,0.33,0.56,0.56,0.22,0.44,0.11,0.11,0.22,0.22,0.11,0.11,0.22,0.56,0.33,0.11,0.56,0.22,0.56,0.56,0.78,0.22,0.11,0.89,0.22,0.22,0.44,0.33,0.22,0.78,4,4
"319",0.08,0,0.58,0.33,0.5,0.67,0.58,0.5,0.92,0.08,0.67,0.42,0.75,0.42,0.75,0.75,0.83,0.25,0.17,0.67,0.33,1,0.33,0.25,0.67,1,0.17,0.92,0,0.08,1,0,0.25,0.42,0.92,0.5,0,0.75,0,0.75,0.58,0.25,0.42,0,0.42,0.08,0.33,0.25,0,0.08,0.42,0.08,2,2
"320",0.2,0.5,0.8,0.7,0.2,0.6,0.6,0.4,0.6,0.5,0.2,0.9,0.2,0.6,0.1,0.3,0.4,0.5,0.5,0.1,0.5,0.5,0.4,0.3,0.7,0.4,0.3,0.4,0.2,0.2,0.3,0.2,0,0.7,0.7,0.4,0.6,0.4,0.4,0.2,0.7,0.4,0,0.3,0.6,0.6,0.3,0.3,0.2,0.5,0.3,1,4,4
"321",0.2,0.5,0.7,0.4,0.2,0.2,0.2,0.3,0,0.1,0.2,1,0.8,0.1,0.2,0.3,0.5,0.3,0.6,0.2,0.2,0,0.2,0,0.3,0.3,0.1,0.4,0.9,0.2,0.1,0.4,0.1,0.4,0.4,0,0.7,0.3,0.1,0.4,0.2,0.1,0.2,0.2,0.4,0.6,0.3,0.5,0.5,0.2,0.5,0.2,3,3
"322",0.5,0.63,0.25,0.25,0.88,0.38,1,0.88,1,0.75,0.38,0.38,0.5,0.5,0.5,0.88,0.75,0.63,0.63,0.38,0.13,0.25,0.38,0.5,0.88,0.75,0.25,0.25,0.25,0.25,0.38,0.88,0.13,0.63,0.13,0.25,0.38,0.5,0.38,0.25,0.25,0.25,0.13,0,0.38,0.5,0.63,0.5,0.25,0.25,1,0.25,2,2
"323",0.38,0.88,0.25,0.25,0.25,1,1,0.63,0.63,0.5,0.25,0.75,0.88,0.75,0.75,0,0.13,0.63,0.5,0.38,1,1,0.38,0.38,0.5,0.88,0.13,0.13,0.25,0.38,0.63,0.5,0.75,0.63,0.25,0.63,0.25,0.63,0.63,0.38,0.5,0.75,0.5,0.63,0,0.5,0.25,0.38,0.38,0.38,0.63,0.5,2,2
"324",0.4,0.4,0.6,0.15,0.15,0.3,0.75,0.1,0.3,0.35,0.35,0.35,0.55,0.35,0.35,0.15,0.2,0.4,0.6,0.15,0.6,0.1,0.35,0.45,1,0.3,0.45,0.35,0.1,0.25,0.1,0.35,0.1,0.3,0.15,0.45,0,0.1,0.4,0.25,0.15,0.1,0.35,0.15,0.1,0.2,0.15,0.4,0.45,0.4,0,0.25,4,4
"325",0.58,0.5,0.17,0.25,0.58,0.25,0.33,1,0.25,0.42,0.33,0.25,0.25,0.33,0.75,0.33,0.33,0.5,0.17,0.08,0.33,0.25,0.25,0.58,0.25,0.17,0.25,0,0.25,0.42,0.33,0.58,0.58,0.33,0.42,0.25,0.17,0.08,0.33,0.33,0.25,0.17,0.67,0.17,0.17,0.33,0.33,0.42,0.17,0.58,0.25,0.5,4,4
"326",0.27,1,0.64,0.55,0.36,0.64,0.73,0.18,0.64,0.36,0.45,0.27,0.27,0.27,0.36,0.27,0.36,0.91,0.64,0.18,0.36,0.55,0.36,0.45,0.73,0.45,0.18,0.36,0.27,0.36,0.36,0.18,0.45,0.27,0.18,0.09,0.27,0.91,0.36,0,0.36,0.18,0.27,0.45,0.27,0.36,0.27,0.09,0.18,0.09,0.09,0.09,4,4
"327",0.22,0.56,0.44,0.56,0.56,0.56,0.44,0.78,0.11,0,0.44,0.56,0.56,0.67,0.44,0.33,0.11,0.56,0.67,0,0.33,0.33,1,0.22,0.56,0.44,0.56,0.22,0.22,0.56,0.11,0.33,0.33,0.67,0.67,0.44,0.78,0.33,0.56,0.44,0.44,0.67,0.22,0.44,0.33,0.78,0.33,0,0.67,0.56,0.22,0.11,2,2
"328",0.44,0.67,0.67,0.67,0.44,1,0.33,0.22,0.56,0,0,0.44,0.67,0.78,0.89,0.44,0.11,0.67,0.56,1,0.56,0.22,0.44,0.67,0.44,0.89,0.22,0.11,0.33,0.11,0.56,0.44,0.67,0.44,0.22,0.22,0.33,0.33,0.44,0.22,0.22,0.56,0,0.22,0.44,0.89,0.33,0.11,0.33,0.56,0.56,0.56,4,4
"329",0.2,0.6,0.4,0.9,0.3,0.7,0.7,0.7,0.6,0.6,0.3,1,0.4,0.1,0.1,0.4,0.5,0.3,0.8,0.8,0.4,0.3,0.4,0.3,0.5,0.6,0.4,0.2,0.5,0.2,0.4,0.1,0.5,0.4,0.1,0.7,0.8,0,0.6,0.3,0.3,0.6,0.2,0.6,0.2,0.4,0.5,0.3,0.6,0.4,0.6,0.3,2,2
"330",0.4,0.4,0.8,0.2,0.4,0.5,0.3,0.5,1,0.2,0.3,0.5,0.3,0.1,0.5,0.3,0.2,0.3,0.3,0.9,0.5,0.1,0.6,0.5,0.6,0.8,0.2,0.1,0.5,0.4,0.2,0.2,0.3,0.5,0.4,0.3,0.4,0.1,0.3,0.6,0.3,0.5,0.6,0.5,0.1,0.3,0.3,0.5,0,0.4,0.8,0.6,4,4
"331",0.67,0.56,0.56,0.33,0.44,0.11,0.56,0.56,0.33,1,0.89,0,0.44,0.78,0.44,0.56,0.56,0.78,0.44,0.67,0,0.22,0.11,0.33,0.67,0.67,0.33,0.67,0.22,0.44,0.33,0.56,0.22,0.22,0.89,0.67,0.11,0.22,0.56,0.11,0.22,0.44,0.11,0.67,0.11,0,0.11,0.56,0.11,0.22,0.22,0.56,4,4
"332",0.55,0.91,0.36,0.73,0.18,0.55,0.82,0.64,0.55,0.55,0.64,1,0.64,0.64,0.73,0.18,0.73,0.45,0.45,0.55,0.36,0.64,0.45,0.45,0.82,0.36,0.09,0.45,0.45,0,0.18,0.55,0.45,0.73,0.36,0.18,0.27,0.64,0.18,0.27,0,0.36,0.64,0.18,0.27,0,0.45,0.09,0.55,0.09,0.09,0.45,2,2
"333",0.45,0.45,0.09,0.36,0.64,0.82,0.64,0.82,0.45,0.45,0.82,0.64,0.82,0.91,0.64,1,0.18,0.64,0.91,0.64,0.73,0.18,0.09,0.73,0.82,0.36,0.36,0.27,0.27,0.09,0.27,0.18,0.36,0.73,0.36,0.36,0.09,0.18,0.18,0.45,0.64,0.18,0,0.09,0.45,0.36,0.36,1,0.27,0.18,0.64,0.45,2,2
"334",0.45,0.55,0.65,0.3,0.7,0.7,0.4,0.4,0.4,0.5,0.45,0.6,0.3,0.15,0.35,0.15,0.5,0.55,0.5,1,0.5,0.6,0.4,0.4,0.4,0.45,0.25,0.75,0.15,0.15,0.15,0.7,0.25,0.2,0.25,0.45,0.4,0.2,0,0.5,0.4,0.3,0.2,0.25,0.35,0.05,0.35,0.4,0.3,0.25,0.5,0.35,4,4
"335",0.75,0.5,0.25,0.5,0.38,0.25,0.88,0,0.25,0.63,0.25,0.88,0.25,0.38,0.75,0.38,0.25,0.25,0.38,0.5,0.13,0.5,0.38,0.25,0.63,0.25,0.5,0.5,0.13,0.38,0.25,0.5,0.5,0.5,0.38,0.13,0.5,0.75,0.13,0,0.5,1,0.13,0.75,0.5,0.63,0.25,0.25,0.13,0.13,0.25,0.75,4,4
"336",0.22,0.33,0.56,0.33,0.11,0.44,0.44,0.33,0.33,0.33,0.44,0.22,0.56,0.56,1,0.56,0.11,0.44,0.33,0.56,0.33,0.33,0.44,0.44,0.56,0.44,0.44,0.22,0.22,0.44,0,0.56,0.33,0.44,0.11,0.44,0.33,0.33,0.11,0.44,0.22,0.33,0.22,0.44,0.11,0.44,0.78,0.78,0.44,0.44,0.33,0.44,4,4
"337",0.29,0.71,0.29,0,0,0.86,0.29,0.29,0,0.29,0,0.86,0.57,0.43,1,0.14,1,0.29,0.71,0.43,0.29,0.43,0.71,0.43,0.43,0.57,0.57,0,0.29,0.43,0,0.29,0.14,0.57,0.43,0.43,0.57,0.57,0.14,0,0.14,0.71,0.86,0.71,0,0.43,0.71,0.29,0.43,1,0,0.29,4,4
"338",0.22,0.22,0.11,0.33,0.44,0.22,0.11,0.22,0.33,0.56,0.22,0.56,0.33,0.33,0.33,0.11,0.22,0.22,0.11,0.22,0.22,0.33,0.33,0.78,0.33,0.44,0.11,0.44,0,0.33,0.33,0,0.11,0,0.11,0.11,0.11,0.33,0.22,0.33,0,0.78,0.33,0.44,0.11,0.22,0.11,0.44,0.33,0.33,1,0.56,3,3
"339",0,0,0.25,0.5,1,0.5,0,0,0.5,0.25,0.75,0,0,0,0,0.75,0.25,0,0.25,0.25,0.25,0,0.5,0,0.5,0.25,0,0.25,0.75,0.5,0.75,0.25,0,0.5,0,0.5,0.5,0.25,0,0.25,0.25,0.25,0.5,0,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.5,3,3
"340",0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0.33,0,0,0.33,0,0,0,0,1,0.67,0,0.33,0.67,0.33,0,0,0,0,0.33,0.67,0.33,0.33,0.67,0,0.33,0.67,0.67,0.67,0.67,0.33,3,3
"341",0.63,0.13,0.38,0.13,0.13,0.38,0.63,0.38,0.38,0.13,0.5,0.88,0.5,0.38,0.75,0,0.38,0.38,0.5,0.5,0.75,0.25,0.25,0.5,0.13,0.75,0.13,0.25,0.13,0.75,0.38,0.63,0.38,0.13,0.75,0.5,0.13,0.25,1,0.38,0.5,0,0.13,0,0.75,0.25,0.13,0.25,0.38,1,0.25,1,4,4
"342",0.5,0.33,0.33,0.33,0.5,0,0.17,0.33,0.33,0.67,0.17,0,0.5,0.5,0.83,0.67,0.17,0.33,0.67,0.33,0.33,0.83,0.33,0.5,0.5,0.5,0.83,0.5,0.33,0,0.17,0.17,0,0,0,0.5,0.33,0.33,0.17,0.5,0.33,0.5,0.17,0.5,0.33,0.5,0.5,0.17,0.33,0.33,0.83,1,4,4
"343",0,0,0.33,0.17,0,0.83,0.33,0.17,0.17,0.17,0.17,0.17,0.17,0.33,0.5,0.17,0.5,0.83,0,0.5,0,0.17,0.83,0.67,0.67,0.33,0.33,0.17,0,0,0.33,0,0.17,0.67,0.5,0,0.33,0.33,0.33,0.67,0.83,0.5,0,0.5,0.17,0.33,0.33,0.17,1,0.17,0.33,0.83,3,3
"344",0.25,0.5,0,0.75,0,0,0.75,0.25,0.5,0,0,0.25,0.5,0,0,0.5,0.5,1,0,0.25,0.25,0.5,0.25,0.5,1,0.5,0,0.25,0.25,0.25,1,0.5,0.25,0.25,0.25,0.75,0.5,0,0.5,0.25,0.75,0.75,0.25,0.25,0.5,0.75,0.25,0.75,0.5,0.75,0.25,0.75,4,4
"345",0.25,0.38,0.25,0,0.88,0.13,0.25,0.75,0.13,0.13,0.38,0.25,0.13,0,0.25,0,0.63,0.38,0.25,0.13,0.13,0,0.13,0.25,0.63,0.38,0.38,0.13,0.38,0.25,0.5,0.25,0,0.5,0.5,0.25,0.25,0.13,0.13,0.75,0.25,0.25,0.38,0.88,0.38,0.25,0.38,0.13,0.13,0.38,0.88,1,3,3
"346",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,1,0,0,0.5,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0.5,0.5,3,3
"347",0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0,1,0.5,0,1,0,0.5,0,0.5,0,0,3,3
"348",0.5,0,0,0,0,0.5,0,1,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,1,0,0,0,1,0,0,1,0,0.5,0.5,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0.5,0,0,0.5,3,3
"349",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,1,1,1
"350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,1,1
"351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"352",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
